user_id,location,age
183537,"tallahassee, florida, usa",
185634,"fridley, minnesota, usa",
188379,"kannapolis, north carolina, usa",51.0
190409,"concord twp., ohio, usa",51.0
192660,"cable, wisconsin, usa",
196621,"hallandale beach, florida, usa",58.0
198515,"sydney, new south wales, australia",39.0
209833,"stanton, california, usa",65.0
232093,"schodack, new york, usa",
241033,"columbus, ohio, usa",26.0
244685,"rockvale, tennessee,",
248496,"coquitlam, british columbia, canada",
257212,"nanuet, new york, usa",27.0
265553,"san diego, california, usa",
267326,"longwood, florida, usa",37.0
267356,"santa cruz, california, usa",
272705,"e.bethel, minnesota, usa",57.0
273318,"wasilla, alaska, usa",
6789,"boise, idaho, usa",
8961,"dekalb, illinois, usa",28.0
16246,"kitakyushu, fukuoka, japan",32.0
20106,"lancaster, pennsylvania, usa",31.0
20336,"ballston spa, new york, usa",32.0
22695,"naperville, illinois, usa",23.0
22780,"fredericton, new brunswick, canada",
24934,"marshfield, massachusetts, usa",
31308,"san jose, california, usa",38.0
32154,"va.beach, virginia, usa",38.0
35072,"hazleton, pennsylvania, usa",38.0
35909,"the woodlands, texas, usa",
41058,"alta loma, california, usa",25.0
41111,"new york, new york, usa",25.0
42274,"rapid city, south dakota, usa",26.0
45471,"venice, california, usa",
45584,"halifax, nova scotia, canada",29.0
47127,"wichita, kansas, usa",35.0
51627,"orange county, california, usa",24.0
55799,"scarborough, ontario, canada",
57072,"sand springs, oklahoma, usa",56.0
58236,"beaverton, ,",
58629,"pasadena, california, usa",
61886,"dallas, oregon, usa",42.0
73022,"winterport, maine, usa",
74758,"turners falls, massachusetts, usa",24.0
79957,"madison, alabama, usa",55.0
95207,"reston, virginia, usa",25.0
96936,"clarksville, tennessee, usa",47.0
97330,"lakewood, ohio, usa",24.0
100903,"scio, oregon, usa",
102335,"reno, nevada, usa",29.0
104429,"brainerd, minnesota, usa",39.0
110266,"bowling green, kentucky, usa",16.0
114581,"san francisco, california, usa",23.0
126812,"mobile, alabama, usa",
138602,"bremerton, washington, usa",36.0
147676,"greensburg, pennsylvania, usa",50.0
148607,"sweet home, oregon, usa",46.0
162380,"halifax, nova scotia, canada",28.0
164518,"oakville, ,",
165232,"saint albans, west virginia, usa",23.0
178356,"miami, florida, usa",26.0
180802,"wilmington, delaware, usa",35.0
182423,"el paso, texas, usa",
196723,"new port richey, florida, usa",51.0
197410,"stockholm, stockholm, sweden",31.0
198213,"williamsburg/norfolk, virginia, usa",19.0
208077,"lansdale, pennsylvania, usa",
210685,"medford, oregon, usa",25.0
213079,"glen mills, pennsylvania, usa",
223554,"santee, california, usa",35.0
226987,"albuqerque, new mexico, usa",
229255,"rochester, new york, usa",
237411,"irvine, california,",
243058,"kuching, sarawak, malaysia",34.0
251352,"monrovia, california, usa",
261768,"thibodaux, louisiana, usa",12.0
274983,"farmers branch, texas, usa",28.0
1608,"collingswood, new jersey, usa",27.0
3167,"milwaukee, wisconsin, usa",42.0
6577,"coral springs, florida, usa",62.0
11532,"taneytown, maryland, usa",
26518,"yardley, pennsylvania, usa",
28144,"orlando, florida, usa",
30838,"largo, florida, usa",56.0
31080,"montevallo, alabama, usa",26.0
39467,"barcelona, catalunya, spain",35.0
40134,"oshawa, ontario, canada",
42410,"spring, texas, usa",
49289,"delta, british columbia, canada",
51545,"branson, missouri, usa",67.0
54889,"culbertson, montana, usa",
58612,"douglasville, georgia, usa",54.0
59267,"fremont, california, usa",
77261,"beaverton, oregon, usa",
77816,"mcminnville, oregon, usa",72.0
77940,"melaka, melaka, malaysia",
79958,"boston, massachusetts, usa",56.0
80776,"portland, oregon, usa",65.0
86368,"honolulu, hawaii, usa",
94519,"van wert, oh, van wert",
99996,"toronto, ontario, canada",43.0
100887,"fort worth, texas, usa",53.0
110661,"fairbanks, alaska, usa",27.0
111536,"asheville, north carolina, usa",
113531,"caulfield, missouri, usa",63.0
113630,"alton, illinois, usa",56.0
123503,"memphis, tennessee, usa",54.0
128774,"riyadh, n/a, saudi arabia",51.0
129505,"cookeville, tennessee, usa",
134311,"barstow, california, usa",23.0
138379,"anchorage, alaska, usa",51.0
138826,"new castle, delaware, usa",61.0
147947,"ottawa, ontario, canada",
148239,"courtenay, british columbia, canada",
153054,"cambridge, massachusetts, usa",20.0
162030,"ny, new york, usa",
163676,"roanoke, virginia, usa",59.0
164728,"studio city, california, usa",
169243,"dayton, ohio, usa",41.0
171765,"ottawa, ontario, canada",37.0
174322,"bagshot, england, united kingdom",36.0
174861,"malden, massachusetts, usa",21.0
175636,"san antonio, texas, usa",46.0
180495,"millville, new jersey, usa",80.0
187904,"pegram, tennessee, usa",35.0
195008,"vancouver, british columbia, canada",29.0
199095,"kempner, texas, usa",58.0
200213,"tampa, florida, usa",
201383,"austin, texas, usa",
204844,"breese, illinois, usa",
207835,"houston, ,",57.0
208620,"republic, missouri, usa",54.0
210573,"santa clarita, california, usa",
213873,"vancouver, british columbia, canada",57.0
217313,"san marcos, california, usa",34.0
219951,"wolverhampton, england, united kingdom",19.0
225902,"olympia, washington, usa",
233427,"chapel hill, north carolina, usa",
235037,"barth, mecklenburg-vorpommern, germany",28.0
238010,"daytona beach, florida, usa",29.0
240098,"revelstoke, british columbia, canada",26.0
241749,"freeburg, ,",
242618,"lansing, illinois, usa",
243471,"carmel, indiana, usa",47.0
250454,"st. charles, missouri, usa",
259380,"blue springs, missouri, usa",
262219,"virginia beach, virginia, usa",65.0
263104,"southaven, mississippi, usa",30.0
265918,"davenport, iowa, usa",45.0
267372,"hospitalet de llobregat, barcelona, spain",22.0
270156,"portland, oregon, usa",41.0
276071,"littleton, colorado, usa",27.0
25225,"houston, texas, usa",55.0
28899,"st. matthews, south carolina, usa",69.0
53520,"ottawa, ontario, canada",59.0
63105,"goffstown, new hampshire, usa",44.0
64220,"phoenix, arizona, usa",
85442,"bryant, arkansas, usa",
170693,"rutland, vermont, usa",
206695,"hanover, colorado, usa",45.0
208382,"fontana, california, usa",53.0
212628,"horsham, pennsylvania, usa",36.0
253157,"sparta, new jersey, usa",43.0
35532,"dallas, texas, usa",37.0
223607,"saline, michigan, usa",
250333,"athens, georgia, usa",62.0
2287,"north chili, new york, usa",35.0
36964,"storm lake, iowa, usa",40.0
87652,"dearborn, ,",38.0
142110,"wichita, kansas, usa",
211937,"garden city park, new york, usa",
236267,"san francisco, california, usa",30.0
259479,"truckee, california, usa",43.0
23703,"jackson, michigan, usa",27.0
25261,"skokie, illinois, usa",67.0
66853,"barrie, ontario, canada",39.0
92346,"louisville, kentucky, usa",33.0
97290,"londonderry, new hampshire, usa",24.0
114785,"la crosse, wisconsin, usa",29.0
116005,"london, ontario, canada",28.0
121282,"chandler, arizona, usa",32.0
122048,"bremerton, washington, usa",18.0
133235,"addison, texas, usa",33.0
139636,"georgetown, penang,, malaysia",22.0
142442,"luedenscheid, nordrhein-westfalen, germany",
198699,"dow city, iowa, usa",49.0
207686,"largo, florida, usa",35.0
259320,"foster city, california, usa",41.0
276688,"fort lee, new jersey, usa",
51207,"mountain city, tennessee, usa",35.0
90066,"valley springs, california, usa",46.0
102945,"meshoppen, pennsylvania, usa",
128019,"milwaukee, wisconsin, usa",
30749,"florence, south carolina, usa",
41634,"buffalo, minnesota, usa",63.0
117256,"salem, ohio, usa",
166030,"st charles, illinois, usa",33.0
171050,"corydon, indiana, usa",41.0
196106,"west palm beach, florida, usa",
232541,"clayton, new jersey, usa",
254064,"columbia, pennsylvania, usa",45.0
270715,"basye, virginia, usa",40.0
29094,"olive branch, mississippi, usa",
30899,"alameda, california, usa",
40362,"philadelphia, pennsylvania, usa",
40934,"florence, oregon, usa",
43021,"carbondale, illinois, usa",
43893,"federal way, washington, usa",
60546,"santa maria, california, usa",
63358,"omaha, nebraska, usa",54.0
68004,"hampstead, maryland, usa",43.0
69512,"costa mesa, california, usa",
82391,"villa park, illinois, usa",41.0
84900,"hong kong, hong kong, hong kong",37.0
87948,"huntsville, alabama, usa",54.0
119326,"birmingham, alabama, usa",
127438,"zephyrhills, florida, usa",58.0
130168,"calgary, alberta, canada",62.0
135736,"los angeles, california, usa",54.0
137143,"pittsfield, maine, usa",
142584,"hot springs, arkansas, usa",21.0
146585,"mill valley, california, usa",46.0
149250,"columbia, maryland, usa",32.0
164762,"temple, texas, usa",29.0
168615,"houston, texas, usa",50.0
182819,"long beach, california, usa",44.0
199016,"laporte, texas, usa",
203422,"edmonton, alberta, canada",
205922,"markham, ontario, canada",61.0
212427,"narragansett, rhode island, usa",
234675,"toronto, ,",
250016,"houston, texas, usa",17.0
250407,"houston, texas, usa",
252601,"oromocto, new brunswick, canada",49.0
254196,"antioch, illinois, usa",34.0
269410,"portland, oregon, usa",53.0
8672,"manassas, virginia, usa",17.0
22881,"red deer, alberta, canada",48.0
39159,"west los angeles, california, usa",
134137,"fremont, north carolina, usa",27.0
191610,"westminster, maryland, usa",
218160,"chicago, illinois, usa",
239692,"virginia beach, virginia, usa",24.0
242310,"chicopee, massachusetts, usa",26.0
273252,"santa ana, california, usa",
595,"hollywood, florida, usa",17.0
9454,"reno, nevada, usa",
24933,"long island, new york, usa",44.0
61878,"tucson, arizona, usa",
82156,"palmetto, florida, usa",
85495,"mount vernon, washington, usa",43.0
88993,"calgary, alberta, canada",76.0
102117,"virginia beach, virginia, usa",19.0
120892,"hamburg, hamburg, germany",20.0
138366,"palestine, texas, usa",32.0
142017,"louisville, kentucky, usa",
148314,"calgary, alberta, canada",29.0
151002,"burkburnett, texas, usa",
168245,"delisle, saskatchewan, canada",37.0
171999,"sayreville, new jersey, usa",
205508,"los angeles, california, usa",
222034,"portsmouth, new hampshire, usa",
225683,"gilbert, arizona, usa",25.0
226743,"calgary, alberta, canada",51.0
239161,"culiacan, sinaloa, mexico",
250303,"winter park, florida, usa",40.0
254450,"festus, missouri, usa",33.0
265498,"sandy, utah, usa",24.0
8187,"bend, oregon, usa",
8872,"athens, georgia, usa",65.0
16749,"payson, arizona, usa",64.0
18401,"chicago, illinois,",
36965,"storm lake, iowa, usa",32.0
44647,"lake george, minnesota, usa",54.0
65484,"stilwell, kansas, usa",51.0
93794,"saskatoon, ,",
99204,"san antonio, texas, usa",
101041,"cincinnati, ohio, usa",17.0
123115,"healy, alaska, usa",
124048,"xenia, ohio, usa",
127245,"yukon, oklahoma, usa",
140879,"duesseldorf, nordrhein-westfalen, germany",36.0
154859,"carnation, washington, usa",54.0
155173,"aurora, colorado, usa",34.0
161299,"covina, california, usa",41.0
168456,"pasadena, texas, usa",
169400,"grand junction, colorado, usa",
175284,"blue ridge summit, pennsylvania, usa",38.0
187624,"mountlake terrace, washington, usa",
188483,"vermilion, ohio, usa",37.0
191165,"glendora, california, usa",36.0
202195,"brown city, michigan, usa",36.0
221705,"jacksonville beach, florida, usa",
227250,"rhame, north dakota, usa",32.0
229076,"union city, california, usa",45.0
231346,"kennesaw, ,",
244641,"san diego, , usa",
249150,"lakewood, ,",42.0
250456,"st. louis, missouri, usa",52.0
250683,"london, ontario, canada",41.0
267540,"leesville, south carolina, usa",57.0
269373,"burlington, ontario, canada",30.0
277466,"manchester, connecticut, usa",50.0
277639,"forsyth, montana, usa",48.0
2010,"colfax, illinois, usa",
20561,"baltimore, maryland, usa",40.0
23459,"knowlesville, new brunswick, canada",
38660,"ottawa, ontario, canada",40.0
54925,"san francisco, california, usa",
58319,"san diego, ,",
61216,"bettendorf, iowa, usa",
63993,"peru, illinois, usa",43.0
76173,"comox, british columbia, canada",71.0
82612,"edmonton, , canada",
114662,"florenceville, new brunswick, canada",34.0
115998,"torrington, connecticut, usa",49.0
120030,"spirit lake, iowa, usa",
130792,"lefkosia, n/a, cyprus",36.0
160401,"akron, ohio, usa",30.0
169181,"trinity center, california, usa",53.0
192914,"cobourg, ontario, canada",
213664,"tampa, florida, usa",
225199,"toronto, ontario, canada",54.0
256882,"burlingame, california, usa",
268315,"littleton, colorado, usa",
276038,"oklahoma city, oklahoma, usa",27.0
278026,"east orange, new jersey, usa",56.0
6958,"durham, north carolina, usa",
78778,"portland, oregon, usa",
135460,"herndon, ,",
141719,"houston, texas, usa",
69389,"nebraska city, nebraska, usa",29.0
139706,"fairfax, virginia, usa",20.0
156659,"dartmouth, nova scotia, canada",
215980,"new orleans, louisiana, usa",
241646,"south plainfield, new jersey, usa",40.0
107969,"denver, colorado, usa",51.0
147900,"pocomoke city, maryland, usa",32.0
170441,"southampton, ontario, canada",
242245,"bakersfield, california, usa",41.0
805,"sonoma, california, usa",
1548,"brooklyn, new york, usa",28.0
12811,"teaneck, new jersey, usa",
20172,"saratoga springs, utah, usa",27.0
22464,"south bend, indiana, usa",
27265,"braga, braga, portugal",32.0
30316,"santa cruz, california, usa",34.0
30471,"palo alto, california, usa",
32541,"baltimore, maryland, usa",
34539,"naperville, illinois, usa",29.0
35081,"great falls, virginia, usa",16.0
37556,"wilton, maine, usa",
48468,"itasca, illinois, usa",50.0
49809,"indiana, pennsylvania, usa",
52574,"hebron, kentucky, usa",
63033,"la verne, california, usa",
71822,"essendon, victoria, australia",47.0
78236,"conyers, georgia, usa",40.0
89057,"homer, illinois, usa",
90259,"oak creek, colorado, usa",
96528,"west salem, wisconsin, usa",
99523,"bucharest, n/a, romania",28.0
103624,"columbia, missouri, usa",53.0
104808,"portland, oregon, usa",31.0
105649,"boskoop, zuid holland,",38.0
109135,"creston, illinois, usa",29.0
112298,"atlanta, georgia,",
116183,"rochester, minnesota, usa",
121093,"washington dc, dc, usa",32.0
125256,"bellevue, washington, usa",
128008,"richmond, virginia, usa",29.0
128324,"huntsville, alabama, usa",35.0
129399,"encinitas, california, usa",
129883,"portland, oregon, usa",23.0
135411,"rockaway, ,",
140974,"columbus, ohio, usa",44.0
148408,"el segundo, california, usa",
149907,"hendersonville, north carolina, usa",42.0
151613,"channahon, illinois, usa",47.0
152942,"kingsburg, california, usa",31.0
153079,"ontinar, zaragoza, spain",26.0
153400,"new york city, ,",37.0
154345,"white plains, new york, usa",
154487,"malibu, california, usa",
156670,"lisboa, lisboa, portugal",39.0
157187,"moraga, california, usa",
161677,"rochester, new york, usa",26.0
165392,"portalegre, alto alentejo, portugal",43.0
167375,"concord, california, usa",33.0
172215,"hythe, alberta, canada",
175287,"roanoke, virginia, usa",32.0
176459,"brossard, quebec, canada",30.0
177977,"cullowhee, north carolina, usa",
178065,"chicago, illinois, usa",
179075,"hampton, , usa",82.0
179414,"cary, north carolina, usa",
180840,"riverside, california, usa",33.0
181084,"morgan hill, california, usa",57.0
185248,"düsseldorf, nordrhein-westfalen, germany",27.0
185351,"new york, new york, usa",
185580,"urbana, illinois, usa",
186890,"aubrey, texas, usa",33.0
193106,"green bay, wisconsin, usa",
198243,"llavaneres (barcelona), ,",30.0
200557,"st leonards, new south wales, australia",26.0
201036,"virginia beach, virginia, usa",
216435,"philadelphia, pennsylvania, usa",24.0
232929,"ames, iowa, usa",35.0
241933,"austin, texas, usa",
247166,"lisbon, lisbon, portugal",
247211,"yankalilla, south australia, australia",54.0
248540,"amsterdam, n/a, netherlands",50.0
268025,"coventry, connecticut, usa",
272445,"tallahassee, florida, usa",29.0
275317,"somerville, massachusetts, usa",25.0
277901,"bath, pennsylvania, usa",40.0
45113,"alderson, west virginia, usa",34.0
109491,"brentwood, california, usa",40.0
174683,"sutherlin, virginia, usa",40.0
257512,"marysville, ,",35.0
261314,"san antonio, texas, usa",
272373,"south saint paul, ,",34.0
278194,"aptos, california, usa",
2139,"chesapeake, virginia, usa",33.0
7569,"tulsa, , usa",22.0
35445,"terre haute, indiana, usa",31.0
41088,"newton, kansas, usa",39.0
98316,"westland, michigan, usa",32.0
124066,"kenmore, washington,",
139141,"oakland, california, usa",35.0
141065,"abbotsford, british columbia, canada",76.0
153723,"fresno, california,",31.0
170509,"spokane, washington, usa",32.0
184305,"appleton, ,",64.0
192176,"portland, oregon, usa",58.0
215139,"manahawkin, new jersey, usa",
235486,"del mar, california,",
50545,"north highlands, california, usa",34.0
53046,"laurens, south carolina, usa",
188038,"innisfail, alberta, canada",
229055,"grand rapids, michigan, usa",32.0
244314,"weatherford, texas, usa",41.0
16699,"kent, washington,",26.0
23659,"hopkinsville, kentucky, usa",41.0
39379,"bloomington, indiana, usa",
60307,"daggett, california, usa",46.0
62546,"nashville, tennessee, usa",30.0
77359,"metuchen, new jersey, usa",
77768,"austin, texas, usa",30.0
87964,"toledo, ohio, usa",56.0
93358,"glenside, rheinland-pfalz, usa",52.0
95914,"charleston, south carolina, usa",41.0
99313,"lake oswego, oregon, usa",35.0
101196,"new york, new york, usa",36.0
105381,"saskatoon, saskatchewan, canada",
121264,"chicago, illinois, usa",
131689,"pasadena, california, usa",31.0
212252,"burbank, california, usa",41.0
220664,"burlington, vermont, usa",28.0
252126,"san diego, ,",
20995,"san diego, california, usa",58.0
52670,"palm harbor, florida, usa",
161443,"leonidas, michigan,",58.0
180383,"bakersfield, california, usa",
210261,"dryden, michigan, usa",
246933,"durbin, west virginia, usa",67.0
254235,"rochester, minnesota, usa",
278723,"prior lake, minnesota, usa",52.0
155916,"perth, western australia, australia",27.0
277203,"olympia, washington, usa",8.0
2012,"bray, wicklow,",
13104,"marysville, washington, usa",25.0
26615,"new fairfield, connecticut, usa",31.0
36568,"greenbelt, ,",
61704,"villanova, pennsylvania, usa",58.0
68249,"la crosse, wisconsin, usa",50.0
76001,"miami beach, florida, usa",30.0
78471,"wichita, kansas, usa",
128710,"ottawa, ontario, canada",
138586,"albuquerque, new mexico, usa",42.0
194519,"paris, ile de france, france",28.0
205448,"roma, lazio, italy",22.0
235677,"toronto, ontario, canada",26.0
274979,"albuquerque, new mexico, usa",62.0
2793,"jefferson, georgia, usa",
4091,"estill springs, tennessee, usa",77.0
16492,"east hartford, connecticut, usa",43.0
17277,"douglas, arizona, usa",45.0
19031,"grand junction, colorado, usa",58.0
24627,"janesville, wisconsin, usa",36.0
28139,"new york, new york, usa",
62688,"wahiawa, hawaii, usa",31.0
67910,"east hanover, new jersey, usa",35.0
69945,"bolingbrook, illinois, usa",51.0
76976,"tarzana, california, usa",68.0
79110,"louisville, kentucky, usa",
81370,"noblesville, indiana, usa",35.0
103922,"rockford, ,",
121178,"seymour, tennessee, usa",47.0
126803,"cambridge, illinois, usa",47.0
155807,"santa barbara, california, usa",54.0
185252,"bonners ferry, idaho, usa",39.0
195441,"glenview, illinois, usa",57.0
214631,"coral gables, florida, usa",52.0
237898,"salt lake city, utah, usa",
244873,"austin, texas, usa",
245194,"sydney, new south wales, australia",33.0
246512,"college station, texas, usa",22.0
248965,"edmonton, alberta, canada",36.0
263321,"miami, fl 33157, florida, usa",61.0
263500,"lehigh acres, florida, usa",57.0
265487,"kaneohe, hawaii, usa",75.0
267529,"pearland, texas, usa",
270737,"stowe, vermont, usa",63.0
272961,"rochester, new york, usa",53.0
31355,"lakewood, california, usa",44.0
39195,"three rivers, ,",38.0
92798,"eureka springs, arkansas, usa",
134948,"west liberty, kentucky, usa",43.0
144314,"monroe, washington, usa",43.0
206306,"independence, missouri, usa",45.0
218714,"toronto, ontario, canada",26.0
242794,"stockton, california, usa",32.0
248901,"moss landing, california, usa",
86481,"reading, pennsylvania, usa",29.0
161467,"shelbyville, indiana, usa",41.0
240918,"orlando, florida, usa",54.0
250506,"ogden, utah, usa",
8314,"newark, california, usa",36.0
11362,"brighton, ontario, canada",
17703,"newport beach, california, usa",28.0
18439,"folsom, california, usa",38.0
31229,"cascais, cascais, portugal",
63489,"edmonton, alberta, canada",43.0
67402,"sandpoint, idaho, usa",
70931,"new haven, connecticut, usa",36.0
108130,"littleton, colorado, usa",25.0
111133,"citrus springs, florida, usa",50.0
144134,"highlands ranch, colorado, usa",
145976,"st. ann, missouri, usa",36.0
146266,"tuscola, illinois, usa",48.0
183257,"bay point, california, usa",
189782,"marionville, missouri, usa",
199565,"kansas city/columbia, missouri, usa",20.0
258240,"clarinda, iowa, usa",41.0
262118,"maryville, tennessee, usa",25.0
23619,"burlington, vermont, usa",
35148,"orlando, florida, usa",24.0
42309,"tigard, oregon, usa",
95011,"racine, wisconsin, usa",31.0
106131,"lorton, virginia, usa",32.0
111468,"suffolk, virginia, usa",47.0
137620,"east point, georgia, usa",36.0
151303,"lowell, massachusetts, usa",49.0
167722,"grand prairie, texas, usa",43.0
198781,"methuen, massachusetts, usa",43.0
240789,"omaha, nebraska, usa",29.0
30426,"st. louis, missouri, usa",
63044,"chicago, illinois, usa",
70556,"camp pendleton marine corps base, california, usa",
150067,"akron, ohio, usa",29.0
15964,"chicago, illinois, usa",26.0
118985,"mount kisco, new york, usa",51.0
52903,"san francisco, california, usa",40.0
204458,"lakeside, arizona, usa",
271066,"jacksonville, florida, usa",71.0
155376,"naperville, illinois, usa",20.0
5287,"ottawa, ontario, canada",22.0
7056,"pickering, ontario, canada",31.0
26231,"st. thomas, ontario, canada",36.0
33200,"essex, maryland, usa",44.0
41103,"wilayah persekutuan, kuala lumpur, malaysia",
54222,"wichita, kansas, usa",
69511,"los angeles, california, usa",
72379,"alto pass, illinois, usa",
73059,"spring, texas, usa",66.0
77902,"longmont, colorado, usa",53.0
79506,"south plainfield, new jersey, usa",55.0
85367,"gloversville, new york, usa",17.0
86932,"valleyview, alberta, canada",
89475,"toronto, ontario, canada",26.0
94952,"surrey, british columbia, canada",58.0
95226,"pickering, ontario, canada",30.0
98320,"hamilton, ontario, canada",48.0
99298,"sandpoint, , usa",
102571,"north vancouver, british columbia, canada",
107288,"lemon grove, california, usa",25.0
110019,"boston, massachusetts, usa",
129690,"valley stream, new york, usa",
138382,"colquitt, georgia, usa",
150960,"goose creek, s. carolina, usa",34.0
151370,"ploiesti, prahova, romania",
154610,"vancouver, british columbia, canada",68.0
154675,"alhambra, california, usa",29.0
155332,"portland, oregon, usa",
157018,"montreal, quebec, canada",55.0
166830,"ionia, michigan, usa",24.0
177932,"fayetteville, north carolina, usa",44.0
192095,"madison, wisconsin, usa",50.0
204255,"everson, washington, usa",18.0
212467,"weimar, texas, usa",62.0
229013,"san jose, , usa",30.0
244572,"mount vernon, washington, usa",
260590,"wilmington, north carolina, usa",25.0
261601,"beaverton, oregon, usa",
264355,"ionia, michigan, usa",36.0
503,"el centro, california, usa",40.0
1167,"milwaukee, wisconsin, usa",25.0
15670,"round rock, texas, usa",
24090,"prospect, connecticut, usa",59.0
30787,"the woodlands, texas, usa",
39133,"arlington, massachusetts, usa",44.0
39453,"san francisco, california, usa",
40640,"bowen island, british columbia, canada",39.0
42093,"fair haven, new jersey, usa",50.0
45193,"round rock, texas, usa",17.0
59820,"centreville, virginia, usa",24.0
61042,"desoto, texas, usa",34.0
85256,"trempealeau, wisconsin, usa",37.0
89852,"chambersburg, pennsylvania, usa",23.0
89870,"berkeley, california, usa",
95781,"brooklyn, new york,",26.0
106331,"toronto, ontario, canada",
114203,"darmstadt, hessen, germany",
119179,"coburg, oregon, usa",24.0
121726,"balmain, new south wales, australia",
123231,"mountain city, georgia, usa",23.0
142661,"austin, texas, usa",
161533,"miami, florida, usa",27.0
178597,"san diego, california, usa",
184132,"the colony, texas, usa",
185313,"centerport, new york, usa",49.0
198177,"lakefield, ontario, canada",31.0
201323,"new paltz, new york, usa",20.0
203542,"oklahoma city, oklahoma, usa",48.0
216151,"portland, ,",54.0
218976,"henderson, tennessee, usa",19.0
232199,"melbourne, victoria, australia",
235952,"layton, utah, usa",25.0
239670,"chicago, illinois, usa",31.0
241531,"roma, lazio, italy",67.0
250301,"new york, new york, usa",21.0
251149,"newnan, georgia, usa",50.0
252642,"halifax, nova scotia, canada",27.0
252698,"bellingham, washington, usa",30.0
255786,"port orca, washington, usa",36.0
259542,"cary, north carolina, usa",
264311,"atlantic highlands, new jersey, usa",29.0
275677,"toronto, ontario, canada",27.0
37147,"north hollywood, california, usa",
42730,"spokane, washington, usa",25.0
66574,"astoria, new york, usa",27.0
74238,"pahrump, nevada, usa",46.0
75777,"chengdu, sichuan, china",28.0
84537,"portland, oregon, usa",22.0
87747,"victoria, british columbia, canada",23.0
91631,"new port richey, ,",
94242,"madrid, madrid, spain",28.0
95452,"st louis, missouri, usa",76.0
98794,"mount prospect, illinois, usa",
124915,"halifax, nova scotia, canada",
130482,"earth, , universe",54.0
132425,"centreville, virginia, usa",37.0
134694,"spring, texas, usa",42.0
134705,"calgary, alberta, canada",29.0
141533,"piedmont, california, usa",
141753,"truro, nova scotia, canada",
143435,"n/a, n/a, albania",
171346,"austin, texas, usa",
185308,"winchester, england, united kingdom",
187239,"lexington park, maryland, usa",
223787,"fountain valley, california, usa",58.0
238057,"la jolla, california, usa",
256820,"whiteabbey, northern ireland, united kingdom",
69810,"weesp, noord holland, netherlands",36.0
264756,"oudkarspel, noord holland, netherlands",41.0
12348,"brighton, massachusetts, usa",23.0
24391,"lakewood, washington, usa",55.0
36299,"austin, texas, usa",50.0
43436,"san diego, california, usa",29.0
48995,"peoria, arizona, usa",44.0
94455,"acton, massachusetts, usa",
98654,"hyde park, new york, usa",57.0
103955,"jersey city, new jersey, usa",41.0
104413,"sacramento, california, usa",53.0
118587,"bartlesville, oklahoma, usa",59.0
118881,"bolton, england, united kingdom",31.0
128119,"olathe, kansas, usa",
134347,"cincinnati, ohio, usa",26.0
135768,"reno, nevada, usa",46.0
152742,"ypsilanti, michigan, usa",38.0
171703,"christchurch, canterbury, new zealand",41.0
173906,"berkeley, california, usa",32.0
195583,"herndon, virginia, usa",32.0
211607,"san diego, california, usa",64.0
215753,"albuquerque, new mexico, usa",
224611,"wausau, wisconsin, usa",59.0
225612,"south euclid, ohio, usa",37.0
225867,"despair, indiana, usa",93.0
254899,"browns mills, new jersey, usa",54.0
266808,"franklin, tennessee, usa",
1652,"new york, new york, usa",
6731,"buford, georgia, usa",29.0
11708,"auburn, ,",
22495,"drums, pennsylvania, usa",29.0
46154,"ann arbor, michigan, usa",
51463,"manchester, england, united kingdom",
53278,"toronto, ontario, canada",
63829,"philadelphia, pennsylvania, usa",20.0
122607,"chicago, illinois, usa",42.0
131317,"santa cruz, california, usa",
142745,"kyoto, kyoto, japan",38.0
157655,"sydney, new south wales, australia",45.0
161102,"babson park, massachusetts, usa",
175145,"durham, north carolina, usa",33.0
184190,"storm lake, iowa, usa",
207275,"carlisle, cumbria, united kingdom",22.0
228727,"singapore, n/a, singapore",
238339,"healy, alaska, usa",
244676,"fort riley, kansas, usa",24.0
262311,"greenfield park, quebec, canada",53.0
35865,"calgary, alberta, canada",57.0
49403,"maplewood, minnesota, usa",47.0
60040,"santa clara, california, usa",
115754,"vancouver, washington, usa",
123160,"san antonio, ,",30.0
131974,"romeoville, ,",
134884,"san diego, california, usa",
135064,"san jose, california, usa",18.0
150468,"running springs, california, usa",37.0
154126,"merritt island, florida, usa",48.0
166719,"huntington beach, california, usa",27.0
168254,"adrian, michigan, usa",
178058,"white rock, british columbia, canada",
198355,"leduc, alberta, canada",
209563,"indianapolis, indiana, usa",48.0
211041,"kitimat, british columbia, canada",30.0
212181,"fpo, ap, usa",13.0
214686,"hillsborough, north carolina, usa",41.0
218875,"wilkes-barre, pennsylvania, usa",28.0
220911,"palm desert, california, usa",29.0
259260,"fair haven, michigan, usa",56.0
268013,"decatur, georgia, usa",46.0
268191,"lewes, delaware, usa",
81560,"christchurch, canterbury, new zealand",
140510,"marratxí, florida, spain",43.0
157811,"kissimmee, florida, usa",
246478,"ewa beach, hawaii, usa",42.0
75119,"houston, texas, usa",58.0
134529,"blaine, minnesota, usa",41.0
143011,"calgary, alberta, canada",32.0
143715,"chicago, illinois, usa",32.0
220586,"richmond, british columbia, canada",
172952,"seattle, ,",
116122,"glendale heights, illinois, usa",31.0
217512,"proctor, vermont, usa",24.0
3814,"langhorne, pennsylvania, usa",
19609,"jenkintown, pennsylvania, usa",28.0
40466,"west roxbury, massachusetts, usa",
